Country_Name,latitude,longitude,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Pakistan,30.375321,69.345116,11.9,11.9,5.9,6.4,6.1,5.6,3.5,4.7,8.8,7.9,9.1,12.6,4.8,9.8,11.3,13,10.8,12.8,6.8,5.7,3.6,4.4,3.5,3.1,4.6,9.3,7.9,7.8,12,19.6,10.1,13.7,11,7.4,8.6,4.5,2.9,4.1,3.9,6.7,10.7,8.9,12.1,29.2,23.6,12.2,7.9,6.5,6.5
Palau,7.51498,134.58252,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,-0.7,-0.3,0.6,0.5,3.6,4.2,3,9.9,4.7,1.1,2.6,5.4,2.8,4,2.2,-1.3,1.1,2.4,0.4,0.7,-0.5,13.2,12.5,4.6,2.2,2.2,2.3,2.3
Panama,8.537981,-80.782127,13.8,7.3,4.3,2.1,1.6,1,-0.1,1,0.4,0.1,0.8,1.5,1.8,0.5,1.3,0.9,1.3,1.3,0.6,1.3,1.4,0.3,1,0.1,0.5,2.9,2.5,4.2,8.8,2.4,3.5,5.9,5.7,4,2.6,0.1,0.7,0.9,0.8,-0.4,-1.6,1.6,2.9,1.5,1.9,2,2,2,2
Papua New Guinea,-6.314993,143.95555,12.1,8.1,5.5,7.9,7.4,3.7,5.5,3.3,5.4,4.5,7,7,4.3,5,2.8,17.3,11.6,3.9,13.6,14.9,15.6,9.3,11.8,14.7,2.2,1.8,2.4,0.9,10.8,6.9,5.1,4.4,4.5,5,5.2,6,6.7,5.4,4.4,3.9,4.9,4.5,5.3,5,4.9,4.8,4.8,4.6,4.5
Paraguay,-23.442503,-58.443832,22.5,13.8,5.4,12.8,20.9,24.8,31.7,21.7,22.6,25.6,38.2,24.3,15.1,18.3,20.6,13.4,9.8,7,11.6,6.8,9,7.3,10.5,14.2,4.3,6.8,9.6,8.1,10.2,2.6,4.7,8.3,3.7,2.7,5,3.1,4.1,3.6,4,2.8,1.8,4.8,9.8,4.7,4.1,4,4,4,4
Peru,-9.189967,-75.015152,59.1,75.4,64.5,111.1,110.2,163.4,77.9,85.8,667,3398.3,7481.7,409.5,73.5,48.6,23.7,11.1,11.5,8.5,7.3,3.5,3.8,2,0.2,2.3,3.7,1.6,2,1.8,5.8,2.9,1.5,3.4,3.7,2.8,3.2,3.5,3.6,2.8,1.3,2.1,1.8,4,7.9,6.5,2.9,2.1,2,2,2
Philippines,12.879721,121.774017,18.2,13.1,9,5.3,46.7,23.2,-0.3,3,12.2,11.4,13.2,19.4,8.6,6.8,12.5,6.9,8.3,5.6,9.4,6.2,6.5,5.4,2.8,2.2,4.8,6.6,5.4,2.9,8.2,4.2,3.7,4.7,3.2,2.6,3.6,0.7,1.2,2.9,5.3,2.4,2.4,3.9,5.8,5.8,3.2,3,3,3,3
Poland,51.919438,19.145136,9.4,21.2,100.8,22.1,75.6,15.1,17.8,25.2,60.2,251.1,585.8,70.3,43,35.3,32.2,27.9,19.9,14.9,11.8,7.3,10.1,5.5,1.9,0.7,3.5,2.2,1.2,2.5,4.3,3.8,2.6,4.2,3.7,1.1,0.1,-0.9,-0.7,2,1.8,2.2,3.4,5.1,14.4,12,6.4,4.5,3.6,2.9,2.5
Portugal,39.399872,-8.224454,5.9,21.2,22.7,25.1,29.3,19.3,11.7,9.4,9.6,12.6,13.4,11.4,8.9,5.9,5,4,2.9,1.9,2.2,2.2,2.8,4.4,3.7,3.2,2.5,2.1,3,2.4,2.7,-0.9,1.4,3.6,2.8,0.4,-0.2,0.5,0.6,1.6,1.2,0.3,-0.1,0.9,8.1,5.3,3.4,2.4,2.2,2,2
Puerto Rico,18.220833,-66.590149,no data,9.5,3.2,0.3,1.7,0.2,-0.2,2.1,2.6,2.8,4.4,2.2,1.5,1,1.4,1.9,3.3,1.9,0.1,0.7,3.1,0.6,0.2,1.4,2.5,5.6,5.2,4.2,5.2,0.3,2.5,2.9,1.3,1.1,0.6,-0.8,-0.3,1.8,1.3,0.1,-0.5,2.4,5.9,2.9,1.5,1.9,2.1,2.5,2.7
Qatar,25.354826,51.183884,6.8,8.5,5.7,2.7,1.1,1.1,1.9,4.5,4.8,3.3,3,4.5,2.9,-0.7,1.4,3,7,2.7,2.9,2.2,1.6,1.7,0.2,2.3,6.8,9,11.7,13.7,15.1,-4.9,-2.4,2,1.8,3.1,4.2,0.9,2.7,0.6,0.1,-0.9,-2.5,2.3,5,2.8,2.3,2.2,2.1,2,2
Romania,45.943161,24.96676,1.5,2.2,16.9,4.7,-0.3,-0.2,0.7,1.1,2.6,0.9,127.9,161.1,210.4,256.1,136.7,32.3,38.8,154.8,59.1,45.8,45.7,34.5,22.5,15.4,11.9,9,6.6,4.8,7.8,5.6,6.1,5.8,3.3,4,1.1,-0.6,-1.6,1.3,4.6,3.8,2.6,5,13.8,10.7,5.8,3.6,3.6,2.6,2.5
Russian Federation,61.52401,105.318756,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,0,135.6,1569.1,874.3,307.5,197.3,47.8,14.8,27.7,85.7,20.8,21.5,15.8,13.7,10.9,12.7,9.7,9,14.1,11.6,6.8,8.4,5.1,6.8,7.8,15.5,7,3.7,2.9,4.5,3.4,6.7,13.8,5.3,6.3,4,4,4,4
Rwanda,-1.940278,29.873888,7.2,6.4,12.6,6.6,5.4,1.7,-1.1,4.1,2.9,1,4.2,19.6,9.5,12.5,21,56,13.2,11.8,6.5,-2.4,3.9,3.4,2,7.4,12,9.1,8.8,9.1,15.4,10.3,2.3,5.7,6.3,4.2,1.8,2.5,5.7,4.8,1.4,2.4,7.7,0.8,13.9,14.5,6,5,5,5,5
Saint Kitts and Nevis,17.357822,-62.782998,19.3,8.6,6,2.2,2.7,2.7,0,0.9,0.2,5.1,4.2,4.2,2.8,1.8,1.4,3,2,8.7,3.7,3.4,2.1,2.1,2.1,2.3,2.2,3.4,8.5,4.5,5.3,2.1,0.9,5.8,0.8,1.1,0.2,-2.3,-0.7,0.7,-1,-0.3,-1.2,1.2,2.7,2.9,2.3,2.1,2,2,2
Saint Lucia,13.909444,-60.978893,19.4,15.1,4.6,1.5,2,0.5,2.2,7,0.8,4.4,4.3,5.5,5.7,0.8,2.7,5.9,0.9,0,3.2,2.4,4.8,5.3,-0.3,1,1.5,3.9,3.6,2.8,5.5,-0.2,3.3,2.8,4.2,1.5,3.5,-1,-3.1,0.1,2.6,0.5,-1.8,2.4,6.4,3.6,2,2,2,2,2
Saint Vincent and the Grenadines,12.984305,-61.287228,17.2,17.5,7.2,5.5,2.7,2.1,1.2,2.9,0.3,2.6,7.2,5.9,3.8,4.3,0.4,2.4,4.4,0.5,2.1,1,0.2,1.9,0.7,0.1,2.9,3.4,3,7,10.1,0.4,0.8,3.2,2.6,0.8,0.2,-1.7,-0.2,2.2,2.3,0.9,-0.6,1.6,5.7,4.4,2.4,2,2,2,2
Samoa,-13.759029,-172.104629,33,20.5,18.3,16.5,11.9,9.1,2.7,11.2,3.2,12.3,8.5,-1.8,9,1.7,12.1,-2.9,5.4,6.9,5.4,0.4,-0.2,1.9,7.4,4.4,7.8,7.8,3.2,4.5,6.3,14.6,-0.2,2.9,6.2,-0.2,-1.2,1.9,0.1,1.3,3.7,2.2,1.5,-3,8.7,12,5,4,3,3,3
San Marino,43.94236,12.457777,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1.3,1.4,1.7,2.1,2.5,4.1,2.4,2.4,2.2,2.8,1.6,1.1,0.1,0.6,1,1.2,0.5,-0.1,2.1,5.3,5.9,2.5,2,2,2,2
Saudi Arabia,23.885942,45.079162,4.4,3.6,1.9,0.6,-0.7,-2.3,-3.1,-2.4,-0.4,1.2,-1.1,3.9,-1,1.2,1.4,5.1,0.3,-0.2,-0.4,-2.1,-1,-1.1,0.1,0.5,0.3,0.6,1.9,5,6.1,4.3,3.7,3.7,2.9,3.5,2.2,1.2,2.1,-0.8,2.5,-2.1,3.4,3.1,2.5,2.5,2.2,2,2,2,2
Senegal,14.497401,-14.452362,8.8,5.8,17.4,11.7,11.7,13,6.1,-4.1,-1.8,0.4,0.3,-1.8,0,-0.7,32.1,8.1,2.8,1.8,1,0.8,0.8,3.1,2.4,0,0.5,1.7,2.1,5.9,6.3,-2.2,1.2,3.4,1.4,0.7,-1.1,0.9,1.2,1.1,0.5,1,2.5,2.2,9.7,6.1,3.3,2,2,2,2
Serbia,44.016521,21.005859,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,18.3,30,41.1,70,80.7,8.9,2.9,10.6,16.3,10.7,6,12.4,8.1,6.1,11.1,7.3,7.7,2.1,1.4,1.1,3.1,2,1.8,1.6,4.1,12,12.4,5.3,3.5,3.2,3,3
Seychelles,-4.679574,55.491977,13.5,10.5,-0.9,6.6,1.2,0.6,2.4,2.2,0.5,3.3,4,2,2,-0.3,2.2,0.5,-2.1,1.8,2.7,6.3,6.3,6,0.2,3.3,3.9,0.6,-1.9,5.3,37,31.8,-2.4,2.6,7.1,4.3,1.4,4,-1,2.9,3.7,1.8,1.2,9.8,2.6,-0.8,2,3.5,3.5,3.5,3.5
Sierra Leone,8.460555,-11.779889,12.9,23.4,26.9,68.5,66.6,76.6,80.9,178.7,34.3,60.8,110.9,102.7,65.5,22.2,24.2,26,23.1,14.6,36,34.1,-0.9,2.6,0.1,4,12.9,13.7,10.5,17,8.2,7.5,7.2,6.8,6.6,5.5,4.6,6.7,10.9,18.2,16,14.8,13.4,11.9,27.2,42.9,29.7,19.3,14.5,11.1,8.9
Singapore,1.352083,103.819836,8.5,8.2,3.9,1,2.6,0.5,-1.4,0.5,1.5,2.3,3.4,3.4,2.2,2.3,3.1,1.7,1.4,2,-0.3,0,1.3,1,-0.4,0.5,1.7,0.5,1,2.1,6.6,0.6,2.8,5.2,4.6,2.4,1,-0.5,-0.5,0.6,0.4,0.6,-0.2,2.3,6.1,5.5,3.5,2.5,2,2,2
Slovak Republic,48.669026,19.699024,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,13.5,9.9,5.8,6,6.7,10.5,12.2,7.1,3.5,8.4,7.5,2.8,4.3,1.9,3.9,0.9,0.7,4.1,3.7,1.5,-0.1,-0.3,-0.5,1.4,2.5,2.8,2,2.8,12.1,10.9,4.8,2.3,1.9,1.8,1.8
Slovenia,46.151241,14.995463,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,31.9,20.9,13.6,9.9,8.3,7.9,6.1,8.9,8.4,7.5,5.5,3.6,2.5,2.5,3.7,5.7,0.8,1.8,1.8,2.6,1.8,0.2,-0.5,-0.1,1.4,1.7,1.6,-0.1,1.9,8.8,7.4,4.2,3.1,2.4,1.9,1.9
Solomon Islands,-9.64571,160.156194,8.2,13.1,13,7,10.9,9.4,13.1,11.5,16.8,14.9,8.7,15,10.8,9.2,13.3,9.6,11.8,8.1,12.4,8,6.9,7.6,9.4,10.1,6.9,7.5,11.2,7.7,17.3,7.2,0.9,7.4,5.9,5.2,5.3,-0.6,0.5,0.5,3.5,1.6,3,-0.1,5.5,4.9,4,3.4,3.3,3.3,3.2
Somalia,5.152149,46.199616,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2.8,1.3,0.9,0,4,4.3,4.5,4.3,4.6,6.8,5.7,4.1,3.8,3.6,3.4,3.2
South Africa,-30.559482,22.937506,14.2,15.3,13.7,12.8,11.3,16.6,18.1,16.5,12.8,14.6,14.4,15.2,14,9.7,8.8,8.8,7.3,8.6,7,5.1,5.3,5.7,9,5.9,1.4,3.4,4.7,7.1,11,7.2,4.2,5,5.6,5.7,6.1,4.6,6.3,5.3,4.6,4.1,3.3,4.6,6.9,5.8,4.8,4.5,4.5,4.5,4.5
South Sudan,4.859363,31.571251,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,42.4,-2.7,4.3,53,346.1,213,83.4,49.3,24,30.2,-3.2,16.3,13.6,8.9,7.9,7.8,7.9
Spain,40.463667,-3.74922,15.6,14.5,14.4,12.2,11.3,8.8,8.8,5.2,4.8,6.8,6.7,5.9,7.1,4.6,4.7,4.7,3.6,1.9,1.8,2.2,3.5,2.8,3.6,3.1,3.1,3.4,3.6,2.8,4.1,-0.2,2,3,2.4,1.5,-0.2,-0.6,-0.3,2,1.7,0.8,-0.3,3,8.3,3.5,3.9,2.1,1.8,1.7,1.7
Sri Lanka,7.873054,80.771797,26.1,18,10.8,14,16.6,1.5,8,7.7,14,11.6,21.5,12.2,11.4,11.7,8.4,7.7,15.9,9.6,9.4,4.7,6.2,14.2,9.6,9,9,11,9.9,15.9,22.4,3.5,6.2,6.7,7.5,6.9,2.8,2.2,4,6.6,4.3,4.3,4.6,6,45.2,no data,no data,no data,no data,no data,no data
Sudan,12.862807,30.217636,26.5,24,26.6,30.6,33.7,45.6,60,26.5,62.9,65.3,-0.9,123.6,117.6,101.3,115.5,68.4,86.8,47.2,24.6,17.2,7.1,1.9,22.2,6.5,9.7,8.5,7.2,14.8,14.3,11.3,13,18.1,35.6,36.5,36.9,16.9,17.8,32.4,63.3,51,163.3,359.1,138.8,256.2,152.4,76.5,53.4,41.1,39
Suriname,3.919305,-56.027783,14.2,8.7,7.1,4.4,3.7,10.9,18.7,53.4,7.3,0.8,21.8,10.5,21.3,79.3,142.8,24.2,2.8,6.1,11.2,60.5,29.6,34.4,15.5,23,9.1,14,11.3,6.4,14.7,-0.3,6.9,17.7,5,1.9,3.4,6.9,55.5,22,6.9,4.4,34.9,59.1,52.4,53.3,30.9,17.1,11.9,8.8,5
Sweden,60.128161,18.643501,17.5,12.1,8.6,8.9,8,7.4,4.2,4.2,5.8,6.4,10.5,8.8,1.4,4.7,2.9,2.5,1,1.8,1,0.6,1.3,2.7,1.9,2.3,1,0.8,1.5,1.7,3.3,1.9,1.9,1.4,0.9,0.4,0.2,0.7,1.1,1.9,2,1.7,0.7,2.7,8.1,6.9,3.6,2.7,2.3,2,2
Switzerland,46.818188,8.227512,4,6.5,5.7,3,2.9,3.4,0.7,1.4,1.9,3.2,5.4,5.9,4,3.3,0.9,1.8,0.8,0.5,0,0.8,1.6,1,0.6,0.6,0.8,1.2,1.1,0.7,2.4,-0.5,0.7,0.2,-0.7,-0.2,0,-1.1,-0.4,0.5,0.9,0.4,-0.7,0.6,2.8,2.2,2,1.7,1.5,1.5,1.5
Syria,34.802075,38.996815,19.3,18.4,14.3,6,9.5,16.8,36.2,71.4,30,15.4,11.1,9,11.1,13.2,15.3,7.7,8.9,1.9,-1,-3.7,-3.9,3.4,-0.5,5.8,4.4,7.2,10.4,4.7,15.2,2.8,4.4,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data
São Tomé and Príncipe,0.18636,6.613081,0.2,11.5,0.4,7,3.2,0.1,13.9,25,44.3,42.9,42.2,46.5,33.7,25.5,51.2,36.8,42,69,42.1,11,11,9.2,10.1,9.8,13.3,17.2,23.1,18.6,32,17,13.3,14.3,10.6,8.1,7,6.1,5.4,5.7,7.9,7.7,9.8,8.1,18,20.8,11.9,5.3,5,5,5
Taiwan,23.69781,120.960515,19,10.9,3,1.4,0,-0.2,0.7,0.5,1.3,4.4,4.1,3.6,4.5,2.9,4.1,3.7,3.1,0.9,1.7,0.2,1.2,0,-0.2,-0.3,1.6,2.3,0.6,1.8,3.5,-0.9,1,1.4,1.9,0.8,1.2,-0.3,1.4,0.6,1.4,0.6,-0.2,2,2.9,2.1,1.5,1.4,1.4,1.5,1.5
Tajikistan,38.861034,71.276093,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2600.7,350.4,612.5,418.5,88,43.2,27.5,32.9,38.6,12.2,16.4,7.2,7.3,10,13.2,20.4,6.4,6.5,12.4,5.8,5,6.1,5.8,5.9,7.3,3.8,7.8,8.6,9,6.6,4.6,5.7,6.5,6.5,6.5,6.5
Tanzania,-6.369028,34.888822,30.2,25.7,28.9,27.1,36.1,33.3,32.4,29.9,31.2,25.8,36.4,25.2,20.7,26.1,37.9,26.8,21,16.1,12.8,7.9,6,5.1,4.6,4.4,4.1,4.4,7.3,7,10.3,12.1,7.2,12.7,16,7.9,6.1,5.6,5.2,5.3,3.5,3.4,3.3,3.7,4.4,4,4,4,4,4,4
Thailand,15.870032,100.992541,19.7,12.7,5.3,3.7,0.8,2.4,1.8,2.5,3.9,5.4,5.8,5.7,4.1,3.3,5.1,5.8,5.8,5.6,8,0.2,1.7,1.6,0.7,1.8,2.8,4.5,4.7,2.2,5.5,-0.9,3.3,3.8,3,2.2,1.9,-0.9,0.2,0.7,1.1,0.7,-0.8,1.2,6.1,1.5,1.6,1.9,1.9,2,2
Timor-Leste,-8.874217,125.727539,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,3.6,4.1,8,2.2,1.6,5.2,8.6,7.4,-0.2,5.2,13.2,10.9,9.5,0.8,0.6,-1.5,0.5,2.3,0.9,0.5,3.8,7,6,2.5,2,2,2,2
Togo,8.619543,0.824782,12.3,19.7,11.1,9.4,-3.5,-1.8,4.1,0.1,-0.2,-1,1.1,0.2,1.6,-0.1,35.3,15.8,4.6,5.3,1,-0.1,1.6,5.1,2.7,-0.9,0.7,5.3,1.1,0.4,7.7,4.1,0.2,3.6,2.6,1.8,0.2,1.8,0.9,-0.2,0.9,0.7,1.8,4.5,7.6,5,2.8,2,2,2,1.7
Tonga,-21.178986,-175.198242,-7.3,14.9,10.9,9.7,7.9,5.2,29.9,7.7,10.3,4,5.6,13.9,8.6,1.8,3.9,-0.5,2.7,0.6,2.9,3.9,4.9,7.3,10,10.7,11.8,10,7.2,5,9.6,5.5,1.7,6,3.3,0.7,2.3,0.1,-0.6,7.2,6.8,3.3,0.4,1.4,8.5,10.2,5.8,4.1,3.4,3.2,3.4
Trinidad and Tobago,10.691803,-61.222503,17.5,14.3,11.6,15.2,13.3,7.6,7.7,10.8,7.8,11.4,11.1,3.8,6.5,10.8,8.8,5.3,3.3,3.7,5.6,3.4,3.5,5.6,4.1,3.8,3.8,6.9,8.3,7.9,12,7,10.5,5.1,9.3,5.2,5.7,4.7,3.1,1.9,1,1,0.6,2.1,5.8,5.4,2.9,2.2,2,1.9,1.9
Tunisia,33.886917,9.537499,10,8.9,13.7,9,8.6,7.6,6.2,8.2,7.2,7.7,6.5,7.7,5.5,4,5.4,6.2,3.7,3.6,3.1,2.8,2.8,1.9,2.7,2.7,3.7,2,4.1,3.4,4.9,3.5,4.4,3.2,4.6,5.3,4.6,4.4,3.6,5.3,7.3,6.7,5.6,5.7,8.3,9.4,9.8,8.7,7.7,7.4,5.6
Turkmenistan,38.969719,59.556278,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,3102.4,1748.3,1005.3,992.4,83.7,16.8,23.5,8,11.6,8.8,5.6,5.9,10.7,8.2,6.3,14.5,-2.7,4.4,5.3,5.3,6.8,6,7.4,3.6,8,13.3,5.1,6.1,19.5,11.2,5.9,10.5,10,10,10,10
Tuvalu,-7.109535,177.64933,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1.5,5.1,2.9,2.4,3.2,4.2,2.3,10.4,-0.3,-1.9,0.5,1.4,2,1.1,3.1,3.5,4.1,2.2,3.5,1.9,6.2,11.5,6.2,3.8,3.4,3.2,2.9,2.8
"Türkiye, Republic of",38.963745,35.243322,110.6,36.4,31.1,31.3,48.4,44.5,34.6,38.9,73.7,63.3,60.3,66,70.1,66.1,104.5,89.6,80.2,85.7,84.7,64.9,55,54.2,45.1,25.3,8.6,8.2,9.6,8.8,10.4,6.3,8.6,6.5,8.9,7.5,8.9,7.7,7.8,11.1,16.3,15.2,12.3,19.6,72.3,51.2,62.5,52.5,48.1,39,37.4
Uganda,1.373333,32.290275,99.2,100,100,150,16.7,100,143.8,215.4,166.7,130.8,45.4,20.8,42.2,30,5.8,6.8,7.5,7.7,5.8,5.8,3.4,1.9,-0.3,8.7,3.7,8.6,7.2,6.1,12,13,4,18.7,14,5.5,4.3,3.7,5.2,5.6,2.5,2.1,2.8,2.2,7.2,5.8,4.7,5,5,5,5
Ukraine,48.379433,31.16558,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1210,4734.9,891.2,376.7,80.2,15.9,10.6,22.7,28.2,12,0.8,5.2,9,13.5,9.1,12.8,25.2,15.9,9.4,8,0.6,-0.3,12.1,48.7,13.9,14.4,10.9,7.9,2.7,9.4,20.2,17.7,13,8.6,6.7,5.5,5
United Arab Emirates,23.424076,53.847818,10.1,7.9,7.1,1.3,2.4,3.5,5.4,5.5,5,2.8,0.6,3.4,6.4,5.3,5.7,4.3,3,3,2,2.1,1.3,2.8,2.9,3.1,5,6.2,9.3,11.1,12.3,-4.7,0.9,0.9,0.7,1.1,2.3,4.1,1.6,2,3.1,-1.9,-2.1,-0.1,4.8,3.1,2.3,2,2,2,2
United Kingdom,55.378051,-3.435973,16.8,12.2,8.5,5.2,4.4,5.2,3.6,4.1,4.6,5.2,7,7.5,4.2,2.5,2,2.6,2.4,1.8,1.6,1.3,0.8,1.2,1.3,1.4,1.3,2.1,2.3,2.3,3.6,2.2,3.3,4.5,2.8,2.6,1.5,0,0.7,2.7,2.5,1.8,0.9,2.6,9.1,7.7,3.7,2.1,2,2,2
United States,37.09024,-95.712891,13.5,10.4,6.2,3.2,4.4,3.5,1.9,3.6,4.1,4.8,5.4,4.2,3,3,2.6,2.8,2.9,2.3,1.5,2.2,3.4,2.8,1.6,2.3,2.7,3.4,3.2,2.9,3.8,-0.3,1.6,3.1,2.1,1.5,1.6,0.1,1.3,2.1,2.4,1.8,1.3,4.7,8,4.1,2.8,2.4,2.2,2.1,2.1
Uruguay,-32.522779,-55.765835,63.5,34,19,49.2,55.3,72.2,76.4,63.6,62.2,80.4,112.5,102,68.5,54.1,44.7,42.2,28.3,19.8,10.8,5.7,4.8,4.4,14,19.4,9.2,4.7,6.4,8.1,7.9,7.1,6.7,8.1,8.1,8.6,8.9,8.7,9.6,6.2,7.6,7.9,9.8,7.7,9.1,6.1,5.9,5.5,5.2,4.8,4.7
Uzbekistan,41.377491,64.585262,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,645.1,534.2,1568.3,304.6,54,70.9,29,29.1,25,27.3,27.3,12.5,7.3,10.7,13.1,11.2,13.1,12.3,12.3,12.4,11.9,11.7,9.1,8.5,8.8,13.9,17.5,14.5,12.9,10.8,11.4,10.2,10,10.4,8.2,6.3,5.2
Vanuatu,-15.376706,166.959158,11.2,26.8,6.7,1.7,5.5,1.1,4.8,16,8.8,7.7,4.8,6.5,4.1,3.6,2.3,2.2,0.9,2.8,3.6,2,2.5,3.6,2,3,1.4,1.2,2,3.9,4.8,4.3,2.8,0.9,1.3,1.5,0.8,2.5,0.8,3.1,2.4,2.7,5.3,2.3,7,9.3,5.7,4.7,3.4,3,3
Venezuela,6.42375,-66.58973,21.4,16.2,9.6,6.2,12.2,11.4,11.5,28.1,29.5,84.5,40.7,34.2,31.4,38.1,60.8,59.9,99.9,50,35.8,23.6,16.2,12.5,22.4,31.1,21.7,16,13.7,18.7,31.4,26,28.2,26.1,21.1,40.6,62.2,121.7,254.9,438.1,65374.1,19906,2355.1,1588.5,186.5,360,200,no data,no data,no data,no data
Vietnam,14.058324,108.277199,25.2,69.6,95.4,49.5,64.9,91.6,453.5,360.4,374.4,95.8,36,81.8,37.7,8.4,9.5,16.9,5.6,3.1,8.1,4.1,-1.8,-0.3,4.1,3.3,7.9,8.4,7.5,8.3,23.1,6.7,9.2,18.7,9.1,6.6,4.1,0.6,2.7,3.5,3.5,2.8,3.2,1.8,3.2,3.4,3.4,3.4,3.4,3.4,3.4
Palestine,31.046051,34.851612,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,7.6,5.6,5.5,2.8,1.2,5.7,4.4,3,5.3,3.8,1.9,9.9,2.8,3.8,2.9,2.8,1.7,1.7,1.4,-0.2,0.2,-0.2,1.6,-0.7,1.2,3.7,3.4,2.7,2.5,2.2,2,2
Yemen,15.552727,48.516388,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,44.9,51.2,61.7,71.3,63.9,38.8,4.6,11.5,7.9,11,11.9,12.2,10.8,12.5,9.9,10.8,7.9,19,3.7,11.2,19.5,9.9,11,8.2,22,21.3,30.4,33.6,15.7,21.7,31.5,29.5,14.9,17.3,13.7,11.2,10,10
Zambia,-13.133897,27.849332,11.7,14,12.5,19.7,20,37.4,48,43,45.8,113.2,93.9,85.3,146.7,158.4,46.1,31.5,38.6,21.4,22.7,23.9,24.1,21.4,22.2,21.4,18,18.3,9,10.7,12.4,13.4,8.5,8.7,6.6,7,7.8,10.1,17.9,6.6,7.5,9.2,15.7,22,11,10.6,9.6,7.5,7,7,7
Zimbabwe,-19.015438,29.154857,no data,5.6,0.6,-8.5,-1.9,-16,10.7,12.8,-1.1,-3.8,1.3,-13.1,-3,0.4,-2.8,15.2,6,-1,-28,-13.4,4.5,-37.2,-34.4,-8.6,113.6,-31.5,33,-72.7,157,6.2,3,3.5,3.7,1.6,-0.2,-2.4,-1.6,0.9,10.6,255.3,557.2,98.5,193.4,314.5,222.4,128.1,72.3,52.3,20.8
